name,ticker,market,sector
PT Jakarta International Hotels & Development Tbk,JIHD,IDX,Finance
PT Jaya Konstruksi Manggala Pratama Tbk,JKON,IDX,Industrial services
PT Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk,JMAS,IDX,Finance
PT Japfa Comfeed Indonesia Tbk Class A,JPFA,IDX,Process industries
PT Jaya Real Property Tbk,JRPT,IDX,Finance
PT Jasa Marga (Persero) Tbk Class B,JSMR,IDX,Transportation
PT Jakarta Setiabudi Internasional Tbk,JSPT,IDX,Consumer services
PT Jasuindo Tiga Perkasa Tbk,JTPE,IDX,Commercial services
PT Kimia Farma Tbk Class B,KAEF,IDX,Health technology
PT Jantra Grupo Indonesia Tbk,KAQI,IDX,Consumer services
PT Meratus Jasa Prima Tbk,KARW,IDX,Transportation
PT Karya Bersama Anugerah Tbk,KBAG,IDX,Finance
PT KMI Wire & Cable Tbk Class A,KBLI,IDX,Producer manufacturing
PT Kabelindo Murni Tbk Class A,KBLM,IDX,Producer manufacturing
PT First Media Tbk,KBLV,IDX,Consumer services
PT Kedawung Setia Industrial Tbk,KDSI,IDX,Process industries
PT Puri Sentul Permai Tbk,KDTN,IDX,Consumer services
PT Kencana Energi Lestari Tbk,KEEN,IDX,Utilities
PT Mulia Boga Raya Tbk,KEJU,IDX,Consumer non-durables
PT Ketrosden Triasmitra Tbk,KETR,IDX,Industrial services
PT Kedaung Indah Can Tbk,KICI,IDX,Consumer durables
PT Kawasan Industri Jababeka Tbk Class A,KIJA,IDX,Finance
PT Hoffmen Cleanindo Tbk,KING,IDX,Commercial services
PT Kino Indonesia Tbk,KINO,IDX,Consumer non-durables
PT Kioson Komersial Indonesia Tbk,KIOS,IDX,Retail trade
PT Krida Jaringan Nusantara Tbk,KJEN,IDX,Transportation
PT Kusuma Kemindo Sentosa Tbk,KKES,IDX,Distribution services
PT Resource Alam Indonesia Tbk,KKGI,IDX,Energy minerals
PT Pelayaran Kurnia Lautan Semesta Tbk,KLAS,IDX,Transportation
PT Kalbe Farma Tbk,KLBF,IDX,Health technology
PT Klinko Karya Imaji Tbk,KLIN,IDX,Consumer non-durables
PT Kurniamitra Duta Sentosa Tbk,KMDS,IDX,Distribution services
PT Kirana Megatara Tbk,KMTR,IDX,Producer manufacturing
PT Kobexindo Tractors Tbk,KOBX,IDX,Distribution services
PT Kokoh Exa Nusantara Tbk,KOCI,IDX,Finance
PT Kokoh Inti Arebama Tbk,KOIN,IDX,Distribution services
PT Koka Indonesia Tbk,KOKA,IDX,Industrial services
PT Perdana Bangun Pusaka Tbk,KONI,IDX,Retail trade
PT Mitra Energi Persada Tbk,KOPI,IDX,Distribution services
PT DMS Propertindo Tbk,KOTA,IDX,Finance
PT MNC Tourism Indonesia Tbk,KPIG,IDX,Finance
PT Krakatau Steel (Persero) Tbk Class B,KRAS,IDX,Non-energy minerals
PT Quantum Clovera Investama Tbk,KREN,IDX,Finance
PT Bangun Karya Perkasa Jaya Tbk,KRYA,IDX,Producer manufacturing
PT Kentanix Supra International Tbk,KSIX,IDX,Consumer durables
PT Ace Oldfields Tbk,KUAS,IDX,Producer manufacturing
PT UBC Medical Indonesia Tbk,LABS,IDX,Distribution services
PT Jasa Berdikari Logistics Tbk,LAJU,IDX,Transportation
PT Trimitra Propertindo Tbk,LAND,IDX,Consumer durables
PT Leyand International Tbk,LAPD,IDX,Utilities
PT LCK Global Kedaton Tbk,LCKM,IDX,Industrial services
PT Logindo Samudramakmur Tbk,LEAD,IDX,Industrial services
PT Imago Mulia Persada Tbk,LFLO,IDX,Commercial services
PT MSIG Life Insurance Indonesia Tbk,LIFE,IDX,Finance
PT Link Net Tbk,LINK,IDX,Communications
PT Lion Metal Works Tbk,LION,IDX,Producer manufacturing
PT Homeco Victoria Makmur Tbk,LIVE,IDX,Distribution services
PT Lupromax Pelumas Indonesia Tbk,LMAX,IDX,Process industries
PT Langgeng Makmur Industri Tbk,LMPI,IDX,Consumer durables
PT Logisticsplus International Tbk,LOPI,IDX,Transportation
PT Lippo Cikarang Tbk,LPCK,IDX,Finance
PT Lippo General Insurance Tbk,LPGI,IDX,Finance
PT Multi Prima Sejahtera Tbk,LPIN,IDX,Electronic technology
PT Lippo Karawaci Tbk,LPKR,IDX,Finance
PT Star Pacific Tbk Class A,LPLI,IDX,Technology services
PT Matahari Department Store Tbk Class A,LPPF,IDX,Retail trade
PT Lenox Pasifik InvestamaTbk Class A,LPPS,IDX,Finance
PT Eka Sari Lorena Transport Tbk,LRNA,IDX,Transportation
PT Perusahaan Perkebunan London Sumatra Indonesia Tbk,LSIP,IDX,Process industries
PT Lautan Luas Tbk,LTLS,IDX,Distribution services
PT Sentral Mitra Informatika Tbk,LUCK,IDX,Distribution services
PT Lima Dua Lima Tiga Tbk,LUCY,IDX,Commercial services
PT Mandiri Herindo Adiperkasa Tbk,MAHA,IDX,Energy minerals
PT Malindo Feedmill Tbk,MAIN,IDX,Process industries
PT Manggung Polahraya Tbk,MANG,IDX,Consumer durables
PT MAP Aktif Adiperkasa Tbk,MAPA,IDX,Retail trade
PT Map Boga Adiperkasa Tbk,MAPB,IDX,Consumer services
PT Mitra Adiperkasa Tbk,MAPI,IDX,Retail trade
PT Mahaka Radio Integra Tbk,MARI,IDX,Consumer services
PT Mark Dynamics Indonesia Tbk,MARK,IDX,Non-energy minerals
PT Bank Multiarta Sentosa Tbk,MASB,IDX,Finance
PT Maxindo Karya Anugerah Tbk,MAXI,IDX,Consumer non-durables
PT Bank Mayapada Internasional Tbk Class A,MAYA,IDX,Finance
PT Mitrabara Adiperdana Tbk,MBAP,IDX,Energy minerals
PT Merdeka Battery Materials Tbk,MBMA,IDX,Non-energy minerals
PT Mitrabahtera Segara Sejati Tbk,MBSS,IDX,Transportation
PT Martina Berto Tbk,MBTO,IDX,Consumer non-durables
PT M Cash Integrasi Tbk,MCAS,IDX,Technology services
PT Prima Andalan Mandiri Tbk,MCOL,IDX,Energy minerals
PT Bank China Construction Bank Indonesia Tbk,MCOR,IDX,Finance
PT Intermedia Capital Tbk,MDIA,IDX,Consumer services
PT Daya Intiguna Yasa Tbk,MDIY,IDX,Retail trade
PT Merdeka Copper Gold Tbk,MDKA,IDX,Non-energy minerals
PT Emdeki Utama Tbk,MDKI,IDX,Process industries
PT Medela Potentia Tbk,MDLA,IDX,Distribution services
PT Modernland Realty Tbk Class A,MDLN,IDX,Finance
PT Modern Internasional Tbk,MDRN,IDX,Retail trade
PT Medco Energi Internasional Tbk,MEDC,IDX,Energy minerals
PT Hetzer Medical Indonesia Tbk,MEDS,IDX,Health technology
PT Bank Mega Tbk,MEGA,IDX,Finance
PT Harta Djaya Karya Tbk,MEJA,IDX,Commercial services
PT Menn Teknologi Indonesia Tbk,MENN,IDX,Finance
PT Merry Riana Edukasi Tbk,MERI,IDX,Commercial services
PT Merck Tbk,MERK,IDX,Health technology
PT Mandala Multifinance Tbk,MFIN,IDX,Finance
PT Panca Anugrah Wisesa Tbk,MGLV,IDX,Consumer durables
PT Magna Investama Mandiri Tbk,MGNA,IDX,Finance
PT Mahkota Group Tbk,MGRO,IDX,Process industries
PT Multi Hanna Kreasindo Tbk,MHKI,IDX,Industrial services
PT Multi Indocitra Tbk,MICE,IDX,Distribution services
PT Midi Utama Indonesia Tbk,MIDI,IDX,Retail trade
PT Mitra Keluarga Karyasehat Tbk,MIKA,IDX,Health services
PT Sanurhasta Mitra Tbk.,MINA,IDX,Consumer services
PT Sinar Terang Mandiri TBK,MINE,IDX,Non-energy minerals
PT Mitra International Resources Tbk,MIRA,IDX,Industrial services
PT Mitra Investindo Tbk Class A,MITI,IDX,Transportation
PT Multikarya Asia Pasifik Raya Tbk,MKAP,IDX,Producer manufacturing
PT Metropolitan Kentjana Tbk,MKPI,IDX,Finance
PT Menthobi Karyatama Raya Tbk,MKTR,IDX,Commercial services
PT Multi Bintang Indonesia Tbk,MLBI,IDX,Consumer non-durables
PT Mulia Industrindo Tbk,MLIA,IDX,Process industries
PT Multipolar Tbk Class A,MLPL,IDX,Retail trade
PT Multipolar Technology Tbk,MLPT,IDX,Technology services
PT Multi Medika Internasional Tbk,MMIX,IDX,Distribution services
PT Mega Manunggal Property Tbk,MMLP,IDX,Finance
PT Media Nusantara Citra Tbk,MNCN,IDX,Commercial services
PT Madusari Murni Indah Tbk,MOLI,IDX,Process industries
PT Mora Telematika Indonesia Tbk,MORA,IDX,Communications
PT Mitra Pedagang Indonesia Tbk,MPIX,IDX,Commercial services
PT Mitra Pinasthika Mustika Tbk,MPMX,IDX,Distribution services
PT Megapower Makmur Tbk,MPOW,IDX,Utilities
PT Matahari Putra Prima Tbk,MPPA,IDX,Retail trade
PT Maha Properti Indonesia Tbk,MPRO,IDX,Finance
PT MPX Logistics International Tbk,MPXL,IDX,Transportation
PT Mustika Ratu Tbk,MRAT,IDX,Distribution services
PT Maskapai Reasuransi Indonesia Tbk,MREI,IDX,Finance
PT Multisarana Intan Eduka Tbk,MSIE,IDX,Finance
PT MNC Digital Entertainment Tbk,MSIN,IDX,Consumer services
PT Multi Spunindo Jaya Tbk,MSJA,IDX,Process industries
PT MNC Vision Network,MSKY,IDX,Communications
PT Mastersystem Infotama Tbk,MSTI,IDX,Technology services
PT Metrodata Electronics Tbk,MTDL,IDX,Electronic technology
PT Dayamitra Telekomunikasi Tbk,MTEL,IDX,Communications
PT Capitalinc Investment Tbk Class A,MTFN,IDX,Finance
PT Metropolitan Land Tbk,MTLA,IDX,Finance
PT Murni Sadar Tbk,MTMH,IDX,Health services
PT Meta Epsi Tbk,MTPS,IDX,Industrial services
PT Malacca Trust Wuwungan Insurance Tbk,MTWI,IDX,Finance
PT Mutuagung Lestari Tbk,MUTU,IDX,Commercial services
PT Samindo Resources Tbk,MYOH,IDX,Energy minerals
PT Mayora Indah Tbk,MYOR,IDX,Consumer non-durables
PT Adiwarna Anugerah Abadi Tbk,NAIK,IDX,Commercial services
PT Nanotech Indonesia Global Tbk,NANO,IDX,Commercial services
PT Andalan Perkasa Abadi Tbk,NASA,IDX,Finance
PT Wahana Inti Makmur Tbk,NASI,IDX,Consumer non-durables
PT Surya Permata Andalan Tbk,NATO,IDX,Consumer services
PT Hassana Boga Sejahtera Tbk,NAYZ,IDX,Consumer non-durables
PT Trimegah Bangun Persada Tbk,NCKL,IDX,Non-energy minerals
PT Pelayaran Nelly Dwi Putri Tbk,NELY,IDX,Transportation
PT Esta Indonesia Tbk,NEST,IDX,Process industries
PT MDTV Media Technologies Tbk,NETV,IDX,Commercial services
PT NFC Indonesia Tbk,NFCX,IDX,Technology services
PT Adhi Kartiko Pratama Tbk,NICE,IDX,Non-energy minerals
PT Charnic Capital Tbk,NICK,IDX,Finance
PT PAM Mineral Tbk,NICL,IDX,Non-energy minerals
PT Pelat Timah Nusantara Tbk,NIKL,IDX,Process industries
PT City Retail Developments Tbk,NIRO,IDX,Finance
PT Bank OCBC NISP Tbk,NISP,IDX,Finance
PT Bank Nationalnobu Tbk,NOBU,IDX,Finance
PT Nusa Palapa Gemilang Tbk,NPGF,IDX,Process industries
PT Nusa Raya Cipta Tbk,NRCA,IDX,Industrial services
PT Nusantara Sawit Sejahtera Tbk,NSSS,IDX,Process industries
PT Nusatama Berkah Tbk,NTBK,IDX,Consumer durables
PT Nusantara Almazia Tbk,NZIA,IDX,Finance
PT Maharaksa Biru Energi Tbk,OASA,IDX,Commercial services
PT Brigit Biofarmaka Teknologi Tbk,OBAT,IDX,Producer manufacturing
PT OBM Drilchem Tbk,OBMD,IDX,Process industries
PT Indo Oil Perkasa Tbk,OILS,IDX,Process industries
PT Ancora Indonesia Resources Tbk,OKAS,IDX,Non-energy minerals
PT Oscar Mitra Sukses Sejahtera Tbk,OLIV,IDX,Consumer durables
PT Jayamas Medica Industri Tbk,OMED,IDX,Health technology
PT Indonesia Prima Property Tbk,OMRE,IDX,Consumer services
PT Optima Prima Metal Sinergi Tbk,OPMS,IDX,Distribution services
PT Abadi Nusantara Hijau Investama Tbk,PACK,IDX,Process industries
PT Personel Alih Daya Tbk,PADA,IDX,Commercial services
PT Minna Padi Investama Sekuritas Tbk,PADI,IDX,Finance
PT Provident Investasi Bersama Tbk,PALM,IDX,Process industries
PT Bima Sakti Pertiwi Tbk,PAMG,IDX,Finance
PT Pantai Indah Kapuk Dua Tbk,PANI,IDX,Consumer non-durables
PT Panorama Sentrawisata Tbk,PANR,IDX,Consumer services
PT Panin Sekuritas Tbk,PANS,IDX,Finance
PT Cipta Perdana Lancar Tbk,PART,IDX,Producer manufacturing
PT Panca Budi Idaman Tbk,PBID,IDX,Process industries
PT Pan Brothers Tbk,PBRX,IDX,Process industries
PT Paramita Bangun Sarana Tbk,PBSA,IDX,Industrial services
PT Prima Cakrawala Abadi Tbk,PCAR,IDX,Consumer non-durables
PT Destinasi Tirta Nusantara Tbk,PDES,IDX,Consumer services
PT Primadaya Plastisindo Tbk,PDPP,IDX,Process industries
PT Panca Global Kapital Tbk,PEGE,IDX,Finance
PT Phapros Tbk,PEHA,IDX,Distribution services
PT Penta Valent Tbk,PEVE,IDX,Distribution services
PT Perusahaan Gas Negara Tbk Class B,PGAS,IDX,Utilities
PT Pertamina Geothermal Energy Tbk,PGEO,IDX,Utilities
PT Tourindo Guide Indonesia Tbk,PGJO,IDX,Technology services
PT Pembangunan Graha Lestari Indah Tbk,PGLI,IDX,Consumer services
PT Pradiksi Gunatama Tbk,PGUN,IDX,Process industries
PT Pelangi Indah Canindo Tbk,PICO,IDX,Process industries
PT Multi Makmur Lemindo Tbk,PIPA,IDX,Non-energy minerals
PT Pembangunan Jaya Ancol Tbk,PJAA,IDX,Consumer services
PT Paragon Karya Perkasa Tbk,PKPK,IDX,Industrial services
PT Planet Properindo Jaya Tbk,PLAN,IDX,Consumer services
PT Putra Mandiri Jembar Tbk,PMJS,IDX,Retail trade
PT Prima Multi Usaha Indonesia Tbk,PMUI,IDX,Distribution services
PT Bank Pan Indonesia Tbk,PNBN,IDX,Finance
PT Bank Panin Dubai Syariah Tbk,PNBS,IDX,Finance
PT Pinago Utama Tbk,PNGO,IDX,Process industries
PT Paninvest Tbk,PNIN,IDX,Consumer services
PT Panin Financial Tbk,PNLF,IDX,Commercial services
PT Pudjiadi & Sons Tbk,PNSE,IDX,Consumer services
PT Pool Advista Finance Tbk,POLA,IDX,Finance
PT Pollux Hotels Group Tbk,POLI,IDX,Consumer durables
PT Golden Flower Tbk,POLU,IDX,Consumer non-durables
PT Asia Pacific Fibers Tbk Class A,POLY,IDX,Process industries
PT Nusantara Pelabuhan Handal Tbk,PORT,IDX,Transportation
PT Cikarang Listrindo Tbk,POWR,IDX,Utilities
PT Prima Globalindo Logistik Tbk,PPGL,IDX,Transportation
PT PP Presisi Tbk,PPRE,IDX,Industrial services
PT Paperocks Indonesia Tbk,PPRI,IDX,Distribution services
PT Famon Awal Bros Sedaya Tbk,PRAY,IDX,Health services
PT Prodia Widyahusada Tbk,PRDA,IDX,Health services
PT Royal Prima Tbk,PRIM,IDX,Health services
PT J Resources Asia Pasifik Tbk,PSAB,IDX,Non-energy minerals
PT Pancaran Samudera Transport Tbk,PSAT,IDX,Transportation
PT Prasidha Aneka Niaga Tbk,PSDN,IDX,Process industries
PT Palma Serasih Tbk.,PSGO,IDX,Consumer non-durables
PT Red Planet Indonesia Tbk,PSKT,IDX,Consumer services
PT IMC Pelita Logistik Tbk,PSSI,IDX,Transportation
PT Bukit Asam Tbk,PTBA,IDX,Energy minerals
PT Indo Straits Tbk,PTIS,IDX,Transportation
PT Mitra Pack Tbk,PTMP,IDX,Distribution services
PT PP (Persero) Tbk,PTPP,IDX,Industrial services
PT Pulau Subur Tbk,PTPS,IDX,Process industries
PT Pratama Widya Tbk,PTPW,IDX,Industrial services
PT Petrosea Tbk,PTRO,IDX,Industrial services
PT Sat Nusapersada Tbk,PTSN,IDX,Electronic technology
PT Pioneerindo Gourmet International Tbk,PTSP,IDX,Consumer services
PT Pudjiadi Prestige Tbk Class A,PUDP,IDX,Finance
PT Putra Rajawali Kencana Tbk,PURA,IDX,Transportation
PT Puri Global Sukses Tbk,PURI,IDX,Finance
PT Pakuwon Jati Tbk,PWON,IDX,Finance
PT Pyridam Farma Tbk,PYFA,IDX,Health technology
PT Sarimelati Kencana Tbk,PZZA,IDX,Consumer services
PT Tripar Multivision Plus Tbk,RAAM,IDX,Consumer services
PT Rukun Raharja Tbk,RAJA,IDX,Utilities
PT Ramayana Lestari Sentosa Tbk,RALS,IDX,Retail trade
PT Supra Boga Lestari Tbk,RANC,IDX,Retail trade
PT Raharja Energi Cepu Tbk,RATU,IDX,Miscellaneous
PT Ristia Bintang Mahkotasejati Tbk,RBMS,IDX,Consumer services
PT Utama Radar Cahaya Tbk,RCCC,IDX,Electronic technology
PT Roda Vivatex Tbk,RDTX,IDX,Finance
PT Repower Asia Indonesia Tbk,REAL,IDX,Finance
PT Graha Mitra Asia Tbk,RELF,IDX,Finance
PT Reliance Sekuritas Indonesia Tbk,RELI,IDX,Finance
PT Kian Santang Muliatama Tbk,RGAS,IDX,Industrial services
PT Ricky Putra Globalindo Tbk,RICY,IDX,Consumer non-durables
PT Rig Tenders Indonesia Tbk,RIGS,IDX,Transportation
PT Jaya Sukses Makmur Sentosa Tbk,RISE,IDX,Finance
PT RMK Energy Tbk,RMKE,IDX,Transportation
PT Royaltama Mulia Kontraktorindo Tbk,RMKO,IDX,Energy minerals
PT Rockfields Properti Indonesia Tbk,ROCK,IDX,Finance
PT Pikko Land Development Tbk,RODA,IDX,Consumer durables
PT Aracord Nusantara Group Tbk,RONY,IDX,Industrial services
PT Nippon Indosari Corpindo Tbk,ROTI,IDX,Consumer non-durables
PT Charlie Hospital Semarang Tbk,RSCH,IDX,Health services
PT Radiant Utama Interinsco Tbk,RUIS,IDX,Industrial services
PT Global Sukses Solusi Tbk,RUNS,IDX,Technology services
PT Steady Safe Tbk,SAFE,IDX,Transportation
PT Saptausaha Gemilangindah Tbk,SAGE,IDX,Finance
PT Sarana Meditama Metropolitan Tbk,SAME,IDX,Health services
PT Saraswanti Anugerah Makmur Tbk,SAMF,IDX,Process industries
PT Satria Antaran Prima Tbk,SAPX,IDX,Transportation
PT Kota Satu Properti Tbk,SATU,IDX,Finance
PT Surya Biru Murni Acetylene Tbk,SBMA,IDX,Process industries
PT Supreme Cable Manufacturing & Commerce Tbk,SCCO,IDX,Producer manufacturing
PT Surya Citra Media Tbk,SCMA,IDX,Consumer services
PT Selaras Citra Nusantara Perkasa Tbk,SCNP,IDX,Consumer durables
PT Sidomulyo Selaras Tbk,SDMU,IDX,Transportation
PT Millennium Pharmacon International Tbk,SDPC,IDX,Distribution services
PT Bank Woori Saudara Indonesia 1906 Tbk,SDRA,IDX,Finance
PT Semacom Integrated Tbk,SEMA,IDX,Producer manufacturing
PT Surya Fajar Capital Tbk,SFAN,IDX,Finance
PT Sumber Global Energy Tbk,SGER,IDX,Non-energy minerals
PT Sampoerna Agro Tbk,SGRO,IDX,Process industries
PT Hotel Sahid Jaya International Tbk,SHID,IDX,Consumer services
PT Sillo Maritime Perdana Tbk,SHIP,IDX,Transportation
PT Sigma Energy Compressindo Tbk,SICO,IDX,Energy minerals
PT Industri Jamu dan Farmasi Sido Muncul Tbk,SIDO,IDX,Health technology
PT Siloam International Hospitals Tbk Reg-S,SILO,IDX,Health services
PT Salim Ivomas Pratama Tbk,SIMP,IDX,Consumer non-durables
PT Singaraja Putra Tbk,SINI,IDX,Consumer services
PT Sreeya Sewu Indonesia Tbk Class A,SIPD,IDX,Process industries
PT Sekar Bumi Tbk,SKBM,IDX,Consumer non-durables
PT Sekar Laut Tbk,SKLT,IDX,Consumer non-durables
PT Superkrane Mitra Utama,SKRN,IDX,Finance
PT Gaya Abadi Sempurna Tbk,SLIS,IDX,Distribution services
PT Sinar Mas Agro Resources & Technology Tbk,SMAR,IDX,Process industries
PT Semen Baturaja Tbk Class B,SMBR,IDX,Non-energy minerals
PT Suryamas Dutamakmur Tbk,SMDM,IDX,Finance
PT Samudera Indonesia Tbk,SMDR,IDX,Transportation
PT Sumber Mineral Global Abadi Tbk,SMGA,IDX,Distribution services
PT Semen Indonesia (Persero) Tbk,SMGR,IDX,Non-energy minerals
PT Sarana Mitra Luas Tbk,SMIL,IDX,Finance
PT Satyamitra Kemas Lestari Tbk,SMKL,IDX,Process industries
PT Sumber Mas Konstruksi Tbk,SMKM,IDX,Industrial services
PT Sinergi Multi Lestarindo Tbk,SMLE,IDX,Distribution services
PT Sinar Mas Multiartha Tbk Class A,SMMA,IDX,Finance
PT Golden Eagle Energy Tbk,SMMT,IDX,Energy minerals
PT Summarecon Agung Tbk,SMRA,IDX,Finance
PT Selamat Sempurna Tbk,SMSM,IDX,Producer manufacturing
PT Sunter Lakeside Hotel Tbk,SNLK,IDX,Consumer services
PT Soechi Lines Tbk,SOCI,IDX,Transportation
PT Boston Furniture Industries Tbk,SOFA,IDX,Non-energy minerals
PT Soho Global Health Tbk,SOHO,IDX,Health technology
PT Xolare Rcr Energy Tbk,SOLA,IDX,Industrial services
PT Sona Topas Tourism Industry Tbk,SONA,IDX,Retail trade
PT Shield On Service Tbk,SOSS,IDX,Commercial services
PT Satria Mega Kencana Tbk,SOTS,IDX,Consumer services
PT Mitra Tirta Buwana Tbk,SOUL,IDX,Consumer non-durables
PT Suparma Tbk,SPMA,IDX,Process industries
PT Soraya Berjaya Indonesia Tbk,SPRE,IDX,Consumer durables
PT Surya Pertiwi Tbk,SPTO,IDX,Distribution services
PT Sejahteraraya Anugrahjaya Tbk,SRAJ,IDX,Health services
PT Indo Acidatama Tbk,SRSN,IDX,Consumer non-durables
PT Saratoga Investama Sedaya Tbk,SRTG,IDX,Finance
PT Surya Semesta Internusa Tbk,SSIA,IDX,Industrial services
PT Sawit Sumbermas Sarana Tbk,SSMS,IDX,Process industries
PT Sunson Textile Manufacturer Tbk,SSTM,IDX,Process industries
PT Sumber Tani Agung Resources Tbk,STAA,IDX,Process industries
PT Buana Artha Anugerah Tbk,STAR,IDX,Finance
PT Lovina Beach Brewery Tbk,STRK,IDX,Consumer non-durables
PT Siantar Top Tbk,STTP,IDX,Consumer non-durables
PT SLJ Global Tbk,SULI,IDX,Non-energy minerals
PT Sunindo Pratama Tbk,SUNI,IDX,Energy minerals
PT Super Energy Tbk,SURE,IDX,Energy minerals
PT Maja Agung Latexindo Tbk,SURI,IDX,Consumer non-durables
PT Saraswanti Indoland Development Tbk,SWID,IDX,Finance
PT Tunas Alfin Tbk,TALF,IDX,Process industries
PT Lancartama Sejati Tbk,TAMA,IDX,Consumer durables
PT Pelayaran Tamarin Samudra Tbk,TAMU,IDX,Transportation
PT Triputra Agro Persada Tbk,TAPG,IDX,Process industries
PT Agung Semesta Sejahtera Tbk,TARA,IDX,Finance
PT Express Transindo Utama Tbk,TAXI,IDX,Transportation
PT Jaya Swarasa Agung Tbk,TAYS,IDX,Consumer non-durables
PT Tower Bersama Infrastructure Tbk,TBIG,IDX,Finance
PT Tunas Baru Lampung Tbk,TBLA,IDX,Process industries
PT Tembaga Mulia Semanan Tbk,TBMS,IDX,Producer manufacturing
PT Mandom Indonesia Tbk,TCID,IDX,Consumer non-durables
PT Transcoal Pacific,TCPI,IDX,Transportation
PT Dana Brata Luhur Tbk,TEBE,IDX,Industrial services
PT Telefast Indonesia Tbk,TFAS,IDX,Technology services
PT Tigaraksa Satria Tbk,TGKA,IDX,Distribution services
PT KDB Tifa Finance Tbk,TIFA,IDX,Finance
PT Timah Tbk,TINS,IDX,Non-energy minerals
PT Tira Austenite Tbk,TIRA,IDX,Distribution services
PT Pabrik Kertas Tjiwi Kimia Tbk,TKIM,IDX,Process industries
PT Teladan Prima Agro Tbk,TLDN,IDX,Process industries
PT Telkom Indonesia (Persero) Tbk Class B,TLKM,IDX,Communications
PT Temas Tbk,TMAS,IDX,Transportation
PT Tempo Inti Media Tbk,TMPO,IDX,Consumer services
PT Trimuda Nuansa Citra Tbk,TNCA,IDX,Transportation
PT TBS Energi Utama Tbk,TOBA,IDX,Energy minerals
PT Rohartindo Nusantara Luas Tbk,TOOL,IDX,Commercial services
PT Topindo Solusi Komunika Tbk,TOSK,IDX,Technology services
PT Total Bangun Persada Tbk,TOTL,IDX,Industrial services
PT Surya Toto Indonesia Tbk,TOTO,IDX,Producer manufacturing
PT Sarana Menara Nusantara Tbk,TOWR,IDX,Finance
PT Chandra Asri Pacific Tbk,TPIA,IDX,Process industries
PT Trans Power Marine Tbk,TPMA,IDX,Transportation
PT Cerestar Indonesia Tbk,TRGU,IDX,Process industries
PT Trimegah Sekuritas Indonesia Tbk,TRIM,IDX,Finance
PT Perintis Triniti Properti Tbk,TRIN,IDX,Finance
PT Trisula International Tbk,TRIS,IDX,Consumer non-durables
PT Transkon Jaya Tbk,TRJA,IDX,Finance
PT Teknologi Karya Digital Nusa Tbk,TRON,IDX,Technology services
"PT Trias Sentosa, Tbk",TRST,IDX,Process industries
PT Triniti Dinamik Tbk,TRUE,IDX,Finance
PT Guna Timur Raya Tbk,TRUK,IDX,Transportation
PT Trust Finance Indonesia Tbk,TRUS,IDX,Finance
PT Tempo Scan Pacific Tbk,TSPC,IDX,Distribution services
PT Asuransi Tugu Pratama Indonesia Tbk,TUGU,IDX,Finance
PT King Tire Indonesia Tbk,TYRE,IDX,Consumer durables
PT Pakuan Tbk,UANG,IDX,Finance
PT Uni-Charm Indonesia Tbk,UCID,IDX,Consumer non-durables
PT Agro Bahari Nusantara Tbk,UDNG,IDX,Process industries
PT Damai Sejahtera Abadi Tbk,UFOE,IDX,Retail trade
PT Ultrajaya Milk Industry & Trading Co. Tbk,ULTJ,IDX,Consumer non-durables
PT Unggul Indah Cahaya Tbk,UNIC,IDX,Consumer non-durables
PT Ulima Nitra Tbk,UNIQ,IDX,Industrial services
PT Bakrie Sumatera Plantations Tbk,UNSP,IDX,Distribution services
PT Terang Dunia Internusa Tbk,UNTD,IDX,Consumer durables
PT United Tractors Tbk,UNTR,IDX,Energy minerals
PT Unilever Indonesia Tbk,UNVR,IDX,Consumer non-durables
PT Urban Jakarta Propertindo Tbk,URBN,IDX,Finance
PT Trimegah Karya Pratama Tbk,UVCR,IDX,Technology services
PT Vastland Indonesia Tbk,VAST,IDX,Finance
PT Verona Indah Pictures Tbk,VERN,IDX,Consumer services
PT Victoria Care Indonesia Tbk,VICI,IDX,Consumer non-durables
PT Victoria Investama Tbk,VICO,IDX,Finance
PT Victoria Insurance Tbk,VINS,IDX,Finance
PT Satu Visi Putra Tbk,VISI,IDX,Distribution services
PT Visi Media Asia Tbk Class A,VIVA,IDX,Consumer services
PT VKTR Teknologi Mobilitas Tbk,VKTR,IDX,Consumer durables
PT Voksel Electric Tbk,VOKS,IDX,Producer manufacturing
PT Mizuho Leasing Indonesia Tbk,VRNA,IDX,Finance
PT Venteny Fortuna International Tbk,VTNY,IDX,Technology services
PT Wahana Pronatural Tbk,WAPO,IDX,Consumer non-durables
PT Wijaya Karya Bangunan Gedung Tbk,WEGE,IDX,Industrial services
PT WEHA Transportasi Indonesia Tbk,WEHA,IDX,Transportation
PT Wira Global Solusi Tbk,WGSH,IDX,Technology services
PT Widiant Jaya Krenindo Tbk,WIDI,IDX,Finance
PT Solusi Sinergi Digital Tbk,WIFI,IDX,Technology services
PT Wismilak Inti Makmur Tbk,WIIM,IDX,Consumer non-durables
PT Hatten Bali Tbk,WINE,IDX,Consumer non-durables
PT Winner Nusantara Jaya Tbk,WINR,IDX,Finance
PT Wintermar Offshore Marine Tbk,WINS,IDX,Transportation
PT WIR Asia Tbk,WIRG,IDX,Health services
PT Widodo Makmur Unggas Tbk,WMUU,IDX,Process industries
PT Wahana Ottomitra Multiartha Tbk,WOMF,IDX,Finance
